CustomerID,Region,TownSize,Gender,Age,EducationYears,MaritalStatus,JobCategory,EmploymentLength,Retired,HouseholdSize
8213-ULVBFE-QAM,4,4,Male,25,13,Unmarried,Agriculture,5,No,2
7878-OANAFE-X5M,4,4,Female,24,12,Unmarried,Sales,0,No,3
9054-XWRNMX-8D4,1,1,Female,78,15,Unmarried,Professional,8,Yes,1
8447-RADRWX-LVS,1,1,Male,44,16,Married,Professional,8,No,4
7132-VYXCMK-4NW,5,5,Male,26,12,Unmarried,Service,4,No,3
7141-RFLBFZ-1W2,2,1,Male,19,11,Unmarried,Professional,0,No,1
0023-WKLZQN-M6X,5,1,Female,35,17,Married,Sales,2,No,2
8483-SKAAOW-I54,4,4,Female,53,12,Unmarried,Service,11,No,1
3305-BQDJND-MXY,5,5,Female,37,13,Married,Professional,4,No,2
5777-YPSDDH-UKG,5,3,Male,36,15,Married,Sales,2,No,5
0783-RKHBES-4DP,2,2,Male,69,19,Married,Sales,11,No,2
5298-MOJVAW-8JO,3,1,Male,78,12,Unmarried,Professional,18,Yes,1
7896-TBMUIU-3MX,1,1,Female,54,13,Unmarried,Service,19,No,2
3270-ELCLVJ-0GK,1,2,Female,64,19,Married,Labor,22,No,2
9274-AJOKVY-J1B,3,3,Female,40,14,Unmarried,Sales,1,No,2
7633-YAOPRP-B7B,1,2,Female,73,19,Unmarried,Crafts,30,No,1
0741-DCRFZX-08A,1,1,Male,45,14,Unmarried,Service,16,No,1
3378-BNCDQV-BD4,5,4,Female,74,12,Married,Professional,18,Yes,2
2572-TOGWQI-F7T,2,3,Male,34,11,Married,Service,9,No,4
3907-RATHSF-JGQ,2,4,Male,55,9,Married,Sales,5,No,3
3112-RYCBQD-YON,3,1,Male,65,14,Married,Labor,32,No,2
7677-IKPCXS-EFR,2,1,Male,60,14,Unmarried,Sales,6,No,1
3146-FGHMHR-DZP,5,2,Male,50,18,Married,Sales,8,No,2
0054-HCDCVL-L8L,2,1,Female,25,15,Married,Professional,0,No,4
1288-WWCLMX-XI6,5,4,Male,54,11,Married,Sales,11,No,5
9313-GMBMTQ-ISP,3,2,Female,32,18,Married,Agriculture,5,No,3
2512-SUTUXF-4UN,1,3,Male,24,14,Unmarried,Crafts,3,No,1
3216-ZIRJDA-7EU,1,4,Male,55,11,Unmarried,Sales,7,No,2
2965-THYCWH-KNQ,3,2,Female,43,16,Unmarried,Professional,5,No,1
6400-ESWXJX-IHO,4,3,Male,20,15,Unmarried,Sales,0,No,1
9912-MNWVPA-W85,5,2,Male,66,9,Married,Service,16,No,2
8770-OKDLMY-VNG,1,1,Male,23,15,Married,Professional,0,No,4
2187-NYMCPV-F8B,2,3,Male,69,13,Unmarried,Sales,5,No,1
8091-TRJLHZ-DA0,2,1,Male,37,20,Unmarried,Sales,1,No,1
6522-YSNEBU-22G,1,1,Male,29,17,Unmarried,Professional,0,No,1
6965-IAQABO-ZF6,2,1,Female,53,20,Unmarried,Sales,5,No,1
2911-FIWKXD-5XS,4,4,Female,57,19,Unmarried,Professional,15,No,2
5300-PSIZAR-CTQ,3,3,Female,68,9,Married,Professional,21,No,2
4969-FCQOOR-7TJ,5,5,Male,46,9,Unmarried,Sales,2,No,1
9351-BJSQLP-WRG,4,3,Female,73,11,Unmarried,Labor,43,Yes,1
3718-NQXURK-9W9,5,5,Female,35,13,Married,Labor,10,No,4
3633-FNCRRV-3L1,3,4,Male,21,12,Unmarried,Sales,0,No,1
2859-AEQFEZ-370,1,2,Male,27,19,Unmarried,Agriculture,2,No,2
0783-HVJTGM-A7X,2,2,Female,79,10,Married,Service,26,Yes,2
8355-QECJPC-NPR,3,2,Female,18,13,Married,Sales,0,No,3
7839-FMEUUD-1UE,4,5,Male,40,15,Married,Agriculture,10,No,2
9506-MCBRGQ-4YC,4,2,Male,78,14,Married,Professional,21,No,2
3344-QSBKTM-ITP,4,5,Female,51,12,Married,Professional,7,No,4
5242-PRFMXK-NEE,1,1,Female,58,17,Unmarried,Sales,9,Yes,1
4281-FGXWGW-H6Q,2,2,Female,49,10,Married,Agriculture,20,No,2
3721-IODHSQ-PKB,4,4,Female,56,19,Unmarried,Professional,8,No,1
6675-IONUEJ-H9C,2,1,Female,72,14,Unmarried,Sales,4,No,1
3997-ODNQKQ-P12,1,2,Female,40,14,Unmarried,Sales,3,No,5
1650-NPSXMX-ZPL,3,1,Male,57,12,Married,Sales,11,No,4
6441-JFGQBP-OUD,2,3,Female,34,20,Unmarried,Professional,2,No,1
7954-GRFGYD-96L,3,2,Male,20,15,Unmarried,Professional,0,No,4
3145-QKIDVL-ZLL,2,5,Female,63,14,Unmarried,Professional,11,No,1
7046-KRQDBS-4MQ,4,2,Male,48,14,Unmarried,Labor,20,No,1
6959-RUXOVS-23R,5,5,Male,18,13,Unmarried,Sales,0,No,4
9559-JKEJRA-QU8,4,4,Female,23,14,Unmarried,Sales,0,No,3
2886-TPWOUY-VXI,1,1,Female,54,18,Unmarried,Labor,22,No,1
6575-TEJOHP-MYD,3,3,Male,64,21,Unmarried,Service,13,Yes,1
7284-IDVWBG-1CD,1,5,Male,56,17,Married,Sales,4,No,6
1623-XBOPCW-38D,5,5,Male,68,16,Unmarried,Service,26,Yes,1
5268-BHJWZM-I2X,3,1,Male,66,20,Unmarried,Service,19,Yes,1
1512-YYHKDS-5KW,3,3,Female,49,11,Married,Professional,7,No,2
8384-RZNBUT-7AZ,2,3,Female,37,17,Unmarried,Professional,3,No,1
9950-DBPJLI-54J,5,4,Female,24,13,Married,Sales,1,No,3
7890-VEWOXD-P4P,1,1,Male,56,10,Married,Labor,23,No,2
1774-WOYEMR-B0C,5,5,Female,71,13,Married,Agriculture,27,Yes,5
7528-CWKDGJ-S8P,4,3,Female,52,15,Unmarried,Crafts,16,No,1
0945-HMTKYD-7XA,5,3,Female,72,15,Married,Sales,9,No,2
5315-KXMKSF-HHP,1,1,Female,44,12,Unmarried,Service,7,No,1
3061-BCDADT-UYR,5,5,Female,61,8,Married,Sales,4,No,2
4781-FMFUUI-TUJ,4,3,Female,36,15,Married,Professional,8,No,3
8346-PSWQNN-C1W,2,4,Male,31,18,Unmarried,Service,4,No,2
8258-LKZAHW-Q0J,2,2,Female,57,10,Married,Labor,34,No,2
7574-LRLMQG-HYV,1,1,Male,33,13,Unmarried,Service,6,No,1
0675-OEJTZS-ZCZ,4,2,Male,25,13,Unmarried,Professional,2,No,1
0726-OZBZGQ-083,5,5,Female,44,10,Married,Service,14,No,2
0946-NYLZQX-134,1,3,Male,49,16,Unmarried,Sales,5,No,1
4246-VOCDAN-ZIV,2,3,Male,57,17,Married,Service,23,No,4
5610-LAHIQK-7Q0,1,3,Male,21,16,Unmarried,Crafts,0,No,1
4130-XFRRXQ-BSO,5,5,Female,27,11,Married,Sales,1,No,3
6937-SCOHRX-FOP,5,3,Female,23,16,Unmarried,Agriculture,1,No,1
5751-IXXZFS-3N7,5,4,Female,67,11,Unmarried,Professional,8,Yes,1
9685-CNYUFH-WRN,2,4,Male,67,11,Married,Sales,3,No,2
3946-OKMWQZ-5TL,5,5,Male,30,22,Married,Sales,0,No,2
1084-BMZWDC-CRS,5,1,Male,61,17,Married,Professional,7,No,3
0665-MNBZIA-8F2,1,1,Female,46,12,Unmarried,Sales,4,No,1
2995-CZZGTS-6LP,5,4,Male,36,11,Unmarried,Crafts,9,No,1
6665-LFQNEK-0QZ,5,2,Female,53,9,Married,Labor,28,No,4
7022-TGJLKU-HWG,1,1,Male,21,16,Unmarried,Sales,0,No,4
6225-IYEVGJ-SK3,4,3,Female,37,12,Unmarried,Labor,15,No,1
0187-MUTJIS-0D6,2,2,Female,26,17,Married,Labor,3,No,5
0869-WBUKGJ-FK9,4,3,Female,55,12,Unmarried,Service,12,No,3
2121-SVIHEQ-LY9,3,3,Female,22,17,Married,Professional,0,No,4
0579-KWKINA-B6B,3,2,Female,42,14,Married,Sales,9,No,4
3098-CDGMJU-BJR,5,4,Male,48,9,Married,Crafts,20,No,3
8020-AQGZRD-10V,5,1,Female,34,16,Unmarried,Sales,3,No,1
7734-RQNCWZ-HKY,4,2,Male,60,8,Married,Agriculture,29,No,2
0110-CJNSND-Y6N,2,1,Male,23,18,Married,Crafts,0,No,4
6723-PDFCAS-H16,2,3,Female,27,11,Unmarried,Sales,1,No,2
9716-WKBJBO-YPB,1,3,Female,43,14,Unmarried,Crafts,9,No,1
3060-SWWVXP-R89,3,3,Female,46,11,Unmarried,Sales,4,No,2
0801-URJKXZ-KRO,4,1,Female,75,11,Unmarried,Labor,45,No,1
3273-TYTELD-2LT,5,5,Female,43,15,Married,Sales,6,No,2
4125-QITBVT-O18,1,3,Female,61,16,Married,Professional,12,No,2
0394-AVUMJX-JAH,3,2,Female,35,17,Unmarried,Agriculture,10,No,1
9074-WPMXYF-1UR,5,3,Female,48,19,Unmarried,Sales,2,No,1
8734-GZXOYQ-8WM,1,1,Male,79,16,Unmarried,Labor,26,Yes,1
9517-AJMRRS-H7Q,5,5,Male,35,13,Married,Labor,11,No,4
0243-FFVTII-MLA,5,5,Male,53,15,Married,Sales,6,No,2
1694-SXDBNI-CEI,4,3,Male,55,20,Married,Sales,2,No,2
2762-FRPZQX-H63,3,4,Female,35,15,Married,Service,6,No,5
4932-WLESZG-CWJ,4,4,Female,37,8,Unmarried,Sales,3,No,1
3306-UHHKNU-YD7,2,1,Female,70,15,Unmarried,Labor,31,Yes,1
7974-YSUMFT-CXO,5,5,Male,63,19,Unmarried,Crafts,24,Yes,1
8700-TZAFBP-L82,1,1,Female,58,13,Unmarried,Sales,10,No,1
6713-UVLATG-1XY,4,2,Female,74,17,Unmarried,Service,28,Yes,1
5022-HSDDTP-CPJ,1,1,Female,34,16,Married,Sales,1,No,5
1521-BGJXTO-ABT,5,5,Male,54,18,Married,Service,18,No,5
3865-YBXYZR-N1T,3,1,Male,71,15,Married,Labor,38,Yes,2
6030-WPRQNM-02C,3,3,Male,71,14,Married,Sales,1,No,2
0057-EYQWVK-ESK,5,4,Male,69,18,Unmarried,Crafts,37,Yes,1
4063-VPEQEG-YXD,2,3,Male,29,13,Unmarried,Professional,1,No,2
8766-NRLBWY-N4T,3,5,Female,51,12,Unmarried,Professional,8,No,1
5449-PZVMRO-T9S,2,3,Female,69,18,Married,Crafts,33,Yes,2
0468-GLIWUH-DWI,2,4,Male,21,10,Unmarried,Service,3,No,2
0618-CZVRYU-54O,4,2,Male,55,18,Married,Labor,15,No,2
0097-WZJEZS-RAN,2,4,Male,51,14,Unmarried,Labor,18,No,1
0412-LYGHKQ-8SE,1,1,Male,64,19,Married,Labor,15,Yes,2
1673-ELFQSL-WGX,2,4,Female,33,11,Unmarried,Crafts,12,No,1
0764-PPXTHN-RYF,3,3,Female,24,12,Married,Service,2,No,3
0338-BKEZYW-DWC,5,2,Male,49,14,Unmarried,Professional,15,No,3
7913-CFJRLH-AX8,2,2,Male,33,11,Unmarried,Professional,4,No,1
4377-YZURZI-C2V,4,4,Female,56,15,Unmarried,Sales,11,No,1
8297-DXUNEJ-3AN,2,1,Male,45,14,Married,Service,14,No,3
2233-VVYISL-VUT,2,2,Female,35,19,Married,Sales,2,No,2
0413-SGEEWA-MBY,2,3,Female,19,10,Unmarried,Crafts,1,No,3
7297-WXDMAN-VFX,2,2,Female,54,10,Unmarried,Sales,8,No,1
9320-YDWRSD-LSF,4,5,Male,25,19,Unmarried,Crafts,0,No,1
8845-CTAEDU-PX9,1,1,Female,61,10,Unmarried,Labor,37,Yes,1
1100-MHOLDR-TXJ,1,1,Female,33,18,Unmarried,Professional,3,No,1
8662-IXXFSD-7ZL,5,4,Female,27,14,Unmarried,Labor,5,No,4
7157-ZSGQGF-P1D,3,1,Male,18,13,Unmarried,Sales,0,No,1
0915-CAKCFB-GSU,1,2,Male,22,14,Married,Professional,0,No,6
6673-CXXSZY-LRG,1,1,Male,22,17,Married,Sales,0,No,
4309-WQQLQH-ZOI,1,3,Male,24,14,Unmarried,Labor,3,No,1
4631-NGDAQE-YYF,4,5,Male,77,8,Unmarried,Service,31,Yes,1
0400-DJWIIC-FEW,3,4,Female,18,13,Unmarried,Professional,0,No,3
5004-SWJVRC-G3T,1,1,Male,44,17,Unmarried,Labor,17,No,1
7105-ORRHUA-CHB,1,2,Female,42,15,Married,Professional,5,No,2
4316-WQSXNZ-J9C,5,3,Female,39,17,Married,Labor,9,No,4
4129-FSTETP-3BF,5,2,Female,24,14,Married,Professional,1,No,2
1851-APAMDI-9GB,5,5,Female,74,13,Unmarried,Sales,8,Yes,1
2775-OZNOVC-6WC,5,2,Male,39,18,Married,Sales,0,No,2
8759-ITPNSL-XL6,5,4,Male,25,17,Unmarried,Professional,0,No,1
6658-YMWEDL-9CS,4,5,Male,42,18,Married,Professional,3,No,2
3289-XJNMAU-7HT,5,5,Male,32,22,Married,Labor,3,No,3
9987-TYXPMR-SYS,4,4,Male,76,20,Married,Sales,16,No,2
7263-AEWEKA-SU2,2,3,Female,28,8,Married,Crafts,8,No,3
0439-PITRZR-4GK,3,2,Male,31,15,Unmarried,Crafts,7,No,3
6641-UYKMJY-7Y6,5,5,Male,28,13,Married,Sales,1,No,
4012-LXDQWA-74N,5,2,Male,31,14,Unmarried,Service,4,No,1
5483-UPUYLE-9GI,1,2,Male,56,16,Married,Crafts,23,No,4
7607-GOQTPA-B4L,2,2,Female,61,12,Unmarried,Labor,35,No,1
9730-HTXQGE-VQU,1,3,Male,46,16,Married,Sales,5,No,2
8486-GACXIF-M31,3,5,Female,18,13,Unmarried,Sales,0,No,4
3462-SCLMCN-2BU,4,4,Male,48,14,Unmarried,Professional,4,No,3
8807-NPCRLG-3LX,2,1,Female,28,21,Married,Sales,0,No,4
2211-NVOCWS-T17,5,4,Female,28,18,Married,Professional,1,No,8
3675-ORXDIG-S0B,1,1,Female,50,12,Married,Sales,1,No,3
0910-RCCSUI-ECP,1,2,Female,66,8,Married,Labor,15,Yes,2
4273-YIIQIX-HWY,1,4,Male,43,15,Unmarried,Sales,6,No,1
7199-XZZDDR-G1N,3,2,Female,79,12,Unmarried,Labor,43,Yes,1
5076-BXUAKZ-0Y0,1,4,Female,44,18,Unmarried,Sales,1,No,4
5312-UQYWKD-TD9,5,3,Male,71,12,Married,Crafts,33,No,2
5816-OPMQHG-U3B,1,2,Female,31,19,Unmarried,Service,4,No,1
1227-UVXTFQ-LIH,5,3,Male,60,15,Unmarried,Sales,13,No,1
4185-MLJWGK-0LF,1,2,Male,24,8,Unmarried,Service,2,No,2
9075-CQTWMV-AUE,1,3,Male,23,12,Unmarried,Sales,2,No,2
1083-PBHZLD-1OD,5,1,Female,70,16,Married,Crafts,33,Yes,2
7922-BXFWLZ-42B,4,4,Male,29,17,Unmarried,Professional,1,No,1
3870-RUGFIR-XKA,1,1,Female,18,13,Unmarried,Service,0,No,1
4579-MMSLXL-UBQ,1,1,Male,53,11,Unmarried,Service,19,No,2
2198-TTFSPH-RFL,3,1,Male,39,17,Unmarried,Service,8,No,2
2347-CJQMII-HZQ,4,2,Female,62,13,Married,Professional,8,No,2
3278-BJQSLL-CUE,5,1,Male,55,18,Unmarried,Crafts,12,No,1
3957-YFDRRZ-S0R,1,2,Female,78,8,Unmarried,Agriculture,43,Yes,1
0874-RLIDFE-DKM,1,1,Female,34,10,Married,Service,7,No,3
7709-ANYDPO-S7H,5,5,Male,78,8,Married,Professional,30,Yes,2
6175-CLPXTL-KC5,4,5,Male,21,16,Unmarried,Crafts,0,No,3
5590-QCTOSS-I2E,1,4,Male,24,17,Unmarried,Crafts,0,No,1
4253-IRSCSK-51I,2,4,Female,21,16,Unmarried,Crafts,0,No,1
1450-QBPTGG-TTM,1,1,Male,42,17,Unmarried,Professional,4,No,1
1577-VXNSMP-M3E,5,5,Female,38,16,Married,Service,12,No,2
1852-FJUREZ-J28,1,2,Male,62,12,Married,Labor,24,No,2
2363-BCFMDR-43O,1,1,Male,53,12,Married,Agriculture,21,No,2
2670-UQJKZH-ZNG,5,4,Female,63,17,Unmarried,Professional,21,Yes,1
9834-TWWKKW-HCR,5,5,Male,54,15,Unmarried,Service,13,No,1
4763-UVSQEC-EDO,4,3,Female,59,13,Unmarried,Sales,6,No,1
8896-WHEJJN-O7O,3,5,Male,57,15,Unmarried,Crafts,21,No,3
3900-KDRPVP-CCX,2,4,Male,68,16,Unmarried,Sales,5,Yes,1
4517-HGJRML-44A,5,1,Male,26,17,Unmarried,Sales,0,No,1
1916-SNNAIP-MIQ,4,3,Female,46,14,Unmarried,Sales,2,No,1
9343-WKHXRS-9B8,3,4,Female,37,18,Unmarried,Professional,2,No,1
6811-GXLFHF-AA2,1,2,Female,42,11,Married,Agriculture,10,No,5
0616-WAHGED-HDU,5,3,Male,48,14,Married,Sales,4,No,3
5926-ZSEVEY-F73,5,4,Male,27,13,Unmarried,Professional,3,No,2
8176-RFURSX-GVJ,1,2,Female,28,11,Married,Service,7,No,2
2858-QGCFXO-7P0,4,2,Female,48,16,Unmarried,Sales,4,No,1
4297-QGKHSA-LDY,2,4,Female,40,11,Unmarried,Professional,2,No,1
3554-OJYRAN-YVT,1,1,Male,56,10,Married,Sales,5,No,2
0595-DEWLHU-9QX,5,3,Male,60,9,Married,Professional,9,No,2
5861-QRWWMH-FOW,2,1,Female,61,21,Unmarried,Sales,4,No,1
0082-NSSEDJ-QLZ,5,2,Male,34,16,Unmarried,Service,8,No,1
3757-RXQZKA-3PB,2,2,Female,75,11,Unmarried,Professional,8,Yes,1
1216-GMTFVY-OY2,2,2,Female,25,13,Unmarried,Labor,4,No,1
8057-OLFUBF-NJY,2,2,Female,31,14,Married,Sales,1,No,5
3232-SAGNKW-09U,5,2,Female,40,12,Unmarried,Agriculture,17,No,1
7527-GRDEGA-M5T,1,1,Male,66,10,Married,Professional,14,No,2
7610-MZWISR-QEB,5,5,Male,31,16,Married,Sales,1,No,2
9380-CEFWSG-TR8,3,3,Female,21,16,Married,Professional,0,No,3
5500-UWXWAH-7JA,4,3,Female,67,11,Unmarried,Sales,3,Yes,1
7196-HOKKVE-77Z,1,1,Male,30,19,Married,Service,1,No,4
2167-LOKFNB-F1W,1,1,Male,64,15,Unmarried,Professional,18,No,1
5400-HITPYS-IVV,4,4,Male,53,15,Unmarried,Labor,23,No,1
7605-ONWIDT-OU0,3,4,Female,19,14,Married,Professional,0,No,5
0587-AGUSYJ-NOR,2,2,Male,69,16,Unmarried,Service,28,Yes,1
1727-IMJADL-GHZ,2,1,Female,71,18,Unmarried,Crafts,25,Yes,1
5245-GTQIJJ-C89,1,1,Male,25,16,Married,Labor,1,No,5
7422-CULYVD-6HH,2,3,Female,75,11,Unmarried,Labor,24,Yes,1
0644-DTJAYD-9JK,3,4,Female,39,18,Married,Labor,6,No,5
3021-BRYKZT-9EP,4,4,,41,14,Married,Professional,8,No,2
2681-MOWKDD-1WV,3,4,Male,76,12,Married,Sales,15,No,2
4658-VETXPI-KJJ,4,4,Female,53,20,Married,Professional,8,No,2
7254-GKAZNV-X3I,1,1,Male,21,15,Unmarried,Sales,0,No,3
6446-TPSGXP-7M9,3,2,Female,54,14,Unmarried,Professional,12,No,1
9122-PFMHXH-M31,1,3,Male,47,10,Married,Sales,5,No,2
4051-HMTRTW-XKC,5,5,Female,50,11,Married,Labor,12,No,2
4420-KFHEEQ-C35,2,2,Female,48,17,Unmarried,Sales,7,No,1
4992-SKSPGD-T2A,5,4,Male,69,9,Married,Labor,37,Yes,2
0331-DSSQNF-CN0,3,4,Female,29,19,Married,Sales,0,No,2
3786-MCAVDN-WCA,5,2,Female,35,19,Unmarried,Professional,5,No,1
6659-PCCIGW-S64,2,1,Male,22,15,Unmarried,Crafts,1,No,1
0375-GLYKLB-UWH,3,3,Female,51,8,Unmarried,Crafts,21,No,1
2084-WBCKVO-E7E,4,5,,69,14,Unmarried,Service,25,No,1
3644-HIVVTG-4X9,3,1,Male,34,18,Unmarried,Agriculture,7,No,1
0856-WIQVNW-8X9,2,1,Male,47,14,Married,Labor,16,No,5
3281-LEIHNN-WXT,1,1,Female,77,14,Unmarried,Sales,13,Yes,1
4166-FORUSS-SV2,5,4,Female,37,12,Married,Sales,4,No,3
1189-ZTXTHP-D6Z,1,1,Male,75,23,Unmarried,Professional,14,No,1
4718-PRPJMN-G18,2,2,Female,52,13,Married,Sales,14,No,5
9491-FAHNZV-U05,2,2,,25,15,Married,Crafts,3,No,5
4375-QMTCGM-VAG,3,1,Male,46,12,Unmarried,Crafts,18,No,1
6868-QULCZX-N11,3,2,Male,59,11,Unmarried,Labor,28,No,1
6991-RPVZNV-2S4,5,5,Female,33,17,Unmarried,Labor,6,No,2
8652-FHVYTV-733,1,4,Male,61,9,Married,Professional,13,No,2
8267-MZTNYW-CEQ,5,1,Female,75,11,Unmarried,Professional,6,Yes,1
9890-EGNIOS-BWR,2,4,Female,35,15,Married,Agriculture,7,No,3
0450-DSWNCJ-69N,1,2,Female,41,11,Married,Crafts,13,No,4
2177-HGKDZL-NV5,2,1,Male,37,11,Married,Sales,1,No,2
9219-SKMXVG-KO5,3,3,Female,57,15,Unmarried,Sales,4,No,1
6191-MCZORB-TXX,5,2,Male,39,13,Married,Sales,4,No,4
3689-EBNKFV-ZQ3,1,1,Female,60,14,Married,Professional,7,No,2
9839-XDOELB-L4D,5,3,Female,21,15,Married,Sales,0,No,7
7682-YJAJQX-74R,4,4,Male,22,12,Married,Sales,0,No,8
9389-BCPUDZ-KKD,2,1,Female,65,15,Unmarried,Sales,3,No,1
7171-GXYUTW-OF0,2,1,Female,72,12,Unmarried,Crafts,43,Yes,1
6094-IJGBOJ-7L6,2,2,Female,42,12,Unmarried,Labor,13,No,1
1708-FTDRQN-MYP,3,4,Female,56,13,Unmarried,Sales,6,No,1
1484-QEODBZ-1P4,4,2,Female,46,14,Unmarried,Professional,9,No,1
5657-GLVSOB-7JR,1,2,Female,74,14,Unmarried,Sales,8,Yes,1
5332-IHQPWH-72A,2,1,Male,29,17,Unmarried,Crafts,3,No,1
9028-KURTGQ-O61,4,4,Female,25,19,Unmarried,Sales,0,No,2
5303-MFNEPP-GGF,3,1,Female,18,13,Married,Labor,0,No,7
8395-BLTIRZ-TKI,1,1,Male,69,10,Married,Professional,10,Yes,2
5570-UBZQVB-V31,4,4,Female,71,16,Unmarried,Crafts,39,No,1
8558-BHAKRJ-QTS,1,2,Female,42,11,Married,Sales,1,No,2
0016-YQHYTA-32U,5,5,Female,27,16,Married,Professional,3,No,4
2407-DZNLGH-P63,1,2,Male,18,13,Unmarried,Professional,0,No,2
0008-ZIQQOT-SGB,3,1,Female,40,21,Married,Sales,3,No,3
6823-GGYTNB-AZF,2,1,Male,24,12,Unmarried,Service,4,No,1
3923-ZOSAYQ-53X,3,4,Male,54,21,Married,Professional,7,No,2
0261-LJPDKI-ASJ,1,2,Female,63,20,Unmarried,Sales,1,No,1
9516-LVHKOJ-VNA,3,1,Male,24,18,Unmarried,Sales,0,No,2
1830-MQTMVB-DRW,5,5,Male,35,11,Unmarried,Professional,4,No,2
7700-IKRIUD-7M2,2,3,Female,24,11,Married,Professional,3,No,2
5462-YVMWHG-3KQ,1,1,Male,36,17,Married,Sales,1,No,3
7338-XSQMNF-6EV,2,1,Male,45,13,Married,Crafts,15,No,3
6835-ICMHVZ-Y5G,2,2,Female,45,12,Unmarried,Professional,5,No,1
0849-BXGGUY-7HY,4,1,Male,52,13,Unmarried,Crafts,23,No,1
9094-CFHMCP-U8X,2,1,Female,53,13,Married,Professional,12,No,5
6003-XWNRZT-MGG,2,2,Female,33,9,Unmarried,Sales,2,No,1
8163-VZDYGX-PE1,3,1,Female,53,16,Unmarried,Labor,19,No,2
4878-CQURAP-WRK,1,1,Female,42,10,Unmarried,Professional,9,No,1
9052-INWTCF-LXX,2,1,Female,25,17,Unmarried,Sales,0,No,1
0737-UBLEAP-BI1,5,1,Female,69,12,Married,Crafts,28,No,2
2448-XAAFIA-R0M,4,4,Male,77,12,Unmarried,Professional,23,No,1
1335-XRUKVB-2ZH,1,1,Female,49,14,Married,Labor,11,No,4
7091-HJWHFE-155,5,2,Female,70,10,Married,Service,30,No,2
6810-EIBFWE-V11,4,2,Male,72,15,Unmarried,Service,27,No,1
0064-OBMVYI-GHS,4,5,Male,60,14,Married,Professional,17,No,2
4649-SYAAXJ-QEN,5,5,Male,76,12,Married,Labor,31,Yes,2
0335-TBOJAS-KB0,5,4,Male,38,13,Married,Labor,12,No,2
9872-SOCOTU-XIW,1,3,Male,22,17,Unmarried,Professional,0,No,3
5526-IVQCPP-ASK,1,5,Male,31,14,Unmarried,Crafts,7,No,1
3502-AMCOYD-807,2,1,Male,30,11,Married,Labor,8,No,4
7037-LNYNXA-PMX,3,2,Female,75,10,Unmarried,Labor,25,Yes,1
4069-WOXDZW-2Y0,1,1,Female,27,20,Married,Professional,0,No,2
4086-MRSPNN-LP6,4,4,Male,63,17,Married,Service,15,Yes,2
4622-EVSSLJ-PV5,3,2,Female,73,9,Unmarried,Labor,32,Yes,1
6700-XXBTLR-PPV,3,2,Male,22,17,Unmarried,Sales,0,No,1
5084-NNXKTN-2CV,4,4,Female,27,15,Unmarried,Sales,1,No,2
7689-TDZAHY-IJT,1,2,Male,72,13,Married,Agriculture,39,Yes,2
7415-UXYHFW-BER,5,3,Male,44,14,Married,Professional,8,No,2
7488-XUYVKZ-JPS,4,1,Female,24,12,Married,Crafts,4,No,5
9479-CQKHZE-55V,5,4,Male,77,17,Married,Professional,16,No,2
4105-ULOEFY-SDR,5,4,Female,19,14,Married,Labor,0,No,4
1267-TVPTNR-N76,4,1,Female,47,10,Married,Service,11,No,3
9860-KXZFDN-O45,2,2,Female,48,11,Unmarried,Sales,3,No,1
9803-GWCZVU-I7L,4,3,Female,34,19,Married,Professional,3,No,2
3270-QSARFQ-UMS,2,2,Male,59,15,Unmarried,Sales,7,No,1
2572-TXKMZK-B60,5,3,Male,68,16,Unmarried,Professional,15,No,3
6517-YLQZRM-5CF,1,4,Male,28,11,Unmarried,Labor,9,No,3
5333-SDOOMS-LAF,3,4,Male,41,15,Unmarried,Service,10,No,2
5930-CFEQCN-XBG,3,1,Female,69,15,Married,Labor,31,Yes,2
0445-EFSRZJ-LOA,5,4,Female,43,15,Unmarried,Professional,4,No,1
6604-BOFYIN-ONY,1,2,Female,28,10,Married,Labor,6,No,3
7650-JRHPKQ-VI6,3,5,Female,21,16,Married,Professional,0,No,3
6094-EPZMXC-DXH,2,2,Female,19,14,Unmarried,Sales,0,No,3
3792-OVVOIC-8JN,1,1,Female,38,13,Married,Professional,6,No,4
8438-AHNURO-0GW,5,3,Female,23,12,Unmarried,Professional,2,No,1
6517-NLNRJI-AFM,2,3,Male,72,14,Unmarried,Sales,22,No,1
6502-SRXLSL-ZSM,3,4,Male,48,14,Married,Labor,20,No,2
2296-WOKKTE-DIJ,5,1,Male,50,13,Unmarried,Crafts,17,No,1
5516-UBUEHQ-O7B,3,1,Male,63,10,Married,Sales,10,No,2
7896-KFFAVT-76W,4,5,Male,79,13,Unmarried,Crafts,32,Yes,1
2874-SMDULU-1HO,3,1,Female,61,15,Married,Professional,13,No,2
7281-VJURIT-SRK,1,1,Male,51,11,Married,Service,17,No,5
7084-OCYHDH-LRO,5,3,Male,35,14,Married,Sales,0,No,5
2320-VQPIQQ-GNI,5,4,Female,31,12,Unmarried,Sales,1,No,2
1426-IRWTBI-PKH,1,5,Female,44,16,Married,Crafts,9,No,3
7230-DVRBWH-SZ0,1,4,Female,31,21,Married,Sales,1,No,4
2487-LLEKYF-P0D,1,2,Female,63,8,Unmarried,Crafts,34,Yes,1
9487-AJXUQN-5NH,5,4,Female,52,11,Married,Professional,16,No,3
5647-SWFORN-UGC,1,2,Male,39,19,Unmarried,Professional,6,No,1
